title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,production_budget_raw,production_budget_adj,runtime,primary_genre,mpaa_rating,format_premium,spoiler_risk,dir_last3,dir_max,dir_lifetime,prod_last3,prod_max,prod_lifetime,cast_last3,cast_max,cast_lifetime,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,franchise_hunger,distributor_raw,opening_theaters,calendar_ratio,target_dom_lifetime,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Adaptation.,2757,tt0268126,2002-12-06,12,4,19000000,33219899.94441356,115,Comedy,PG-13,1.0,0.0,22863596.0,22863596,22863596.0,22863596.0,22863596,22863596.0,122955745.66666667,309095258.0,116209170.23280424,5953.0,Spike Jonze,6955.0,Vincent Landay,2963|5064|2955,Nicolas Cage|Meryl Streep|Chris Cooper,0,0.0,0.0,Columbia Pictures,7,0.3831031944610615,22191877,22191877,123305,7,17,149476,7,17,111697,7,17,51522,7,16,52956,7,16,46971,7,15,44944,7,16,74700,7,17,113916,7,17,88568,7,17,35785,7,18,38702,7,18,33847,7,18,32055,7,18,299217,109,14,456700,109,15,352115,109,15,192508,109,15,201804,109,14,259807,109,17,280514,109,17,305379,109,19,400190,109,19,328306,109,19,237470,109,18,239101,109,18,426162,109,18,218727,109,18
Hellraiser: Hellseeker,11246,tt0274546,2002-10-15,10,1,3000000,5245247.359644247,89,Horror,PG-13,1.0,0.0,0.0,0,0.0,21644568.5,37664855,21644568.5,50022321.0,50525064.333333336,50022321.0,58209.0,Rick Bota,62800.0,Michael Leahy,68763|56551|68764,Dean Winters|Ashley Laurence|Rachel Hayward,1,5.4,2.0,Miramax,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two Weeks Notice,2642,tt0313737,2002-12-19,12,3,60000000,104904947.19288494,101,Romance,PG-13,1.0,0.0,0.0,0,0.0,106800000.0,212000000,106800000.0,101897766.22222222,311628176.0,101882054.43333334,18323.0,Marc Lawrence,18277.0,Sandra Bullock,18277|3291|13314,Sandra Bullock|Hugh Grant|Dana Ivey,0,0.0,0.0,Fortis Films,2755,0.8847892318785883,93351468,93351468,4632468,2755,2,5438825,2755,2,4257201,2755,2,2932212,2755,2,1816750,2755,2,3737107,2755,3,4711447,2755,3,5344899,2755,3,5722067,2755,3,4451454,2755,3,3428279,2755,3,3728610,2755,3,4716061,2755,3,2766302,2755,3,3761282,2755,3,4849303,2755,3,2515812,2755,3,812975,2755,3,911166,2755,3,806317,2755,3,819321,2755,3,2122951,2755,4,2960697,2755,4,1749775,2755,4,433337,2755,7,537231,2755,6,463377,2755,6,467470,2755,6
Bend It Like Beckham,455,tt0286499,2002-04-11,4,3,3500000,6119455.252918288,112,Comedy,PG-13,1.0,1.0,0.0,0,0.0,0.0,0,0.0,157962865.94444445,313739186.0,157962865.94444445,6220.0,Gurinder Chadha,6222.0,Paul Mayeda Berges,231610|116|1244,Parminder Nagra|Keira Knightley|Jonathan Rhys Meyers,0,0.0,0.0,Kintop Pictures,6,0.6219289932200919,32536404,32536404,15890,6,30,14373,6,31,40867,6,34,68213,6,31,52448,6,30,13542,6,32,20492,6,31,17096,6,33,16868,6,33,49395,8,29,84652,8,28,44029,8,28,14930,8,32,23729,8,29,18091,8,29,21357,8,29,162388,46,19,284396,46,18,208957,46,17,47873,46,19,59904,46,19,54400,46,18,55058,46,18,289836,117,18,546655,117,16,333648,117,15,67051,117,17,91712,117,16
Spy Kids 2: The Island of Lost Dreams,9488,tt0287717,2002-08-07,8,2,38000000,66439799.88882712,100,Family,PG-13,1.0,1.0,71339167.0,147934180,40953536.666666664,71339167.0,147934180,40953536.666666664,92590829.33333333,297564742.3333333,110624869.21031745,2294.0,Robert Rodriguez,2294.0,Robert Rodriguez,57674|57675|3131,Alexa PenaVega|Daryl Sabara|Antonio Banderas,1,5.6,1.4,Dimension Films,3307,0.599317000121352,78175394,78175394,4670398,3307,2,3658756,3307,2,5182238,3307,3,6497655,3307,3,5031823,3307,3,2355000,3307,3,2670000,3307,3,2337220,3307,3,2031603,3307,3,3493412,3307,4,4633791,3307,4,3393031,3307,4,1413000,3307,4,1491000,3307,4,1155923,3307,4,1321358,3307,3,2187963,3307,4,3278211,3307,3,2122716,3307,3,705000,3307,5,765000,3307,5,799653,3307,4,859719,3307,4,1424907,3250,5,2214951,3250,4,2315349,3250,4,2164717,3250,4,275000,3250,7
Stuart Little 2,10996,tt0243585,2002-07-19,7,4,120000000,209809894.38576987,78,Family,PG-13,1.0,0.0,531795464.0,763455561,531795464.0,266259754.33333334,465516248,157758306.33333334,164175866.44444445,306986676.0,101536814.36507936,18898.0,Rob Minkoff,931.0,Douglas Wick,521|16935|41419,Michael J. Fox|Geena Davis|Hugh Laurie,1,6.0,2.6,Columbia Pictures,3255,0.4464407139273227,64226518,64226518,5285654,3255,1,5555089,3255,3,4274409,3255,2,2262119,3255,1,2553736,3255,1,2223820,3255,1,1957684,3255,2,3379255,3282,2,4088596,3282,3,3144276,3282,3,1504645,3282,2,1633846,3282,2,1448950,3282,2,1443772,3282,2,1872234,3095,6,2312088,3095,6,1927037,3095,6,1078621,3095,4,1021234,3095,4,711471,3095,5,647549,3095,6,720219,2382,10,1069677,2382,10,885259,2382,9,448988,2382,9,573524,2382,8,574852,2382,7,528533,2382,8
Half Past Dead,10167,tt0297162,2002-11-15,11,4,25000000,43710394.663702056,98,Crime,PG-13,1.0,0.0,0.0,0,0.0,23619316.0,54744738,25630969.6,93179577.8888889,156057049.0,104233211.04444444,27005.0,Don Michael Paul,18691.0,Elie Samaha,23880|9779|61658,Steven Seagal|Morris Chestnut|Ja Rule,1,0.0,0.0,Franchise Pictures,2113,0.1491352383008019,15262696,15262696,2661236,2113,5,3326394,2113,5,1832906,2113,5,431133,2113,5,432837,2113,5,347447,2113,5,343673,2113,6,1018369,2113,9,1402463,2113,9,705084,2113,10,205228,2113,9,269129,2113,9,155547,990,15,267424,990,13,603487,990,14,459009,990,14,234966,990,14,52797,990,15,55286,990,15,51542,990,15,51262,990,15,80286,330,18,137737,330,19,68898,330,19,17821,107,21,30018,107,22,20717,107,22,0,0,0
The New Guy,10985,tt0241760,2002-05-10,5,4,13000000,22729405.22512507,88,Comedy,PG-13,1.0,0.0,0.0,0,0.0,75597042.0,75597042,75597042.0,44969972.05555555,182013521.66666666,64790870.36666667,7397.0,Ed Decter,70698.0,Mark Ciardi,132078|13446|11664,DJ Qualls|Eliza Dushku|Zooey Deschanel,0,0.0,0.0,Bedlam Pictures,2687,0.15147200220075127,27544150,27544150,3309226,2687,3,3774003,2687,3,1924604,2687,3,548107,2687,3,511605,2687,3,407056,2687,3,352478,2687,4,2062435,2687,5,2833224,2687,5,1582419,2687,5,496881,2687,5,372521,2687,5,351083,2687,5,436700,2687,5,1318929,2374,8,1674651,2374,8,1417319,2374,8,1015197,2374,8,342443,2374,8,325940,2374,8,346194,2374,8,434484,1676,10,605619,1676,10,375158,1676,10,168588,1676,10,185494,1676,10,183352,1676,10,188440,1676,10
Enough,1957,tt0278435,2002-05-21,5,1,38000000,66439799.88882712,114,Drama,PG-13,1.0,0.0,131639177.66666667,361832400,77196703.42857143,23782985.666666668,110627965,45494230.5,51000372.111111104,129206851.66666667,46141707.47222223,10781.0,Michael Apted,18330.0,Rob Cowan,16866|20215|20216,Jennifer Lopez|Billy Campbell|Tessa Allen,0,0.0,0.0,Winkler Films,2623,2.108091766849171,37832261,37832261,4547861,2623,5,5144554,2623,5,4317238,2623,5,3203484,2623,5,1145356,2623,5,988752,2623,5,993192,2623,5,2072676,2623,7,2943260,2623,7,1792090,2623,7,694665,2623,7,801579,2623,7,682160,2623,7,703584,2623,7,1233796,2388,9,1474223,2388,9,1074573,2388,9,408719,2388,9,451772,2388,9,290399,2388,10,403469,2388,9,555365,1509,12,694812,1509,12,435341,1509,12,193597,1509,12,211829,1509,13,187413,1509,13,186502,1509,13
Below,12590,tt0276816,2002-08-11,8,6,40000000,69936631.46192329,105,Thriller,PG-13,1.0,1.0,33625495.0,53187659,33625495.0,3067917.0,3067917,3067917.0,159768445.55555555,433287501.0,146020385.7222222,28239.0,David Twohy,73021.0,Sue Baden-Powell,56045|21089|11616,Matthew Davis|Bruce Greenwood|Olivia Williams,0,0.0,0.0,Protozoa Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Emperor's Club,17187,tt0283530,2002-11-22,11,4,0,0.0,108,Drama,PG-13,1.0,0.0,39202493.666666664,97529550,38524342.25,29393839.666666668,74787599,29393839.666666668,9127275.11111111,109545533.0,22585169.26190476,52405.0,Michael Hoffman,64841.0,Andrew S. Karsch,8945|46593|44735,Kevin Kline|Emile Hirsch|Jesse Eisenberg,0,0.0,0.0,Universal Pictures,809,0.37933901860777064,14072080,14072080,1237770,809,7,1698885,809,7,910125,809,8,295285,809,7,368095,809,8,509670,809,11,772595,809,11,1394920,811,12,1439525,811,12,689350,811,12,190585,811,11,206985,811,11,198705,811,11,198445,811,10,480165,807,14,698055,807,14,367185,807,14,124705,807,13,141615,807,13,133155,807,13,136850,807,13,225550,694,14,346985,694,14,197790,694,14,72925,694,16,83360,694,16,56375,451,17,56515,451,17
Rollerball,11535,tt0246894,2002-02-08,2,4,70000000,122389105.05836576,98,Action,PG-13,1.0,0.0,184035248.66666666,366101666,146806837.5,184035248.66666666,366101666,146806837.5,177958849.94444445,287892022.6666667,159854960.95555556,1090.0,John McTiernan,1090.0,John McTiernan,21594|36424|11008,Chris Klein|LL Cool J|Rebecca Romijn,0,0.0,0.0,Atlas Entertainment,2762,0.15669033618107178,11646126,11646126,3169000,2762,2,3748000,2762,3,2096000,2762,5,465000,2762,4,401000,2762,5,311000,2762,7,706000,2762,7,750126,2762,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Lampoon's Van Wilder,11452,tt0283111,2002-03-29,3,4,6000000,10490494.719288494,92,Comedy,PG-13,1.0,0.0,0.0,0,0.0,58905434.666666664,103166989,60432191.571428575,58969753.333333336,139406861.33333334,55768894.90277778,68573.0,Walt Becker,15306.0,Peter Abrams,10859|1234|21561,Ryan Reynolds|Tara Reid|Tim Matheson,1,0.0,0.0,Tapestry Films,2022,0.22151855401889634,17762000,17762000,2775000,2022,5,2824000,2022,7,1704000,2022,7,529000,2022,6,655000,2022,4,462000,2022,6,511000,2022,5,1435000,2104,7,1675000,2104,10,1001000,2104,10,302000,2104,9,372000,2104,8,278000,2104,9,309000,2104,9,728000,1806,10,871000,1806,12,561000,1806,12,181000,1806,10,211000,1806,9,176000,1806,9,202000,1806,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella II: Dreams Come True,14128,tt0291082,2002-02-23,2,5,5000000,8742078.93274041,74,Family,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,121953048.0,204422384.66666666,100750498.33333333,51959.0,John Kafka,1116911.0,Mary Thorne,81667|43125|35219,Jennifer Hale|Rob Paulsen|Corey Burton,1,7.3,52.0,Walt Disney Animation Japan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday After Next,10426,tt0293815,2002-11-22,11,4,20000000,34968315.73096164,85,Comedy,PG-13,1.0,0.0,0.0,0,0.0,36190581.333333336,59827328,36190581.333333336,65494107.77777778,137342442.66666666,46050040.570707075,65133.0,Marcus Raboy,9778.0,Ice Cube,9778|51944|56902,Ice Cube|Mike Epps|John Witherspoon,1,6.2,2.9,New Line Cinema,1621,0.27548076923076925,29910000,29910000,4400000,1616,3,5200000,1616,3,3400000,1616,3,785000,1616,3,790000,1616,6,1175000,1621,6,2025000,1621,6,3000000,1621,6,2975000,1621,6,1390000,1621,6,375000,1621,4,355000,1621,4,305000,1621,5,235000,1621,9,805000,1450,12,1255000,1450,8,740000,1450,8,200000,1450,7,185000,1450,11,175000,1450,10,140000,1450,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Dogs,11888,tt0281373,2002-01-18,1,4,35000000,61194552.52918288,99,Comedy,PG-13,1.0,1.0,176966494.33333334,341631208,142163646.4,110428789.66666667,174463257,67384510.72727273,155392674.44444445,349607103.6666667,110700961.2948718,13581.0,Brian Levant,58408.0,Jordan Kerner,9777|5563|62520,Cuba Gooding Jr.|James Coburn|Sisqó,0,0.0,0.0,Walt Disney Pictures,2302,0.3333706583024307,78881914,78881914,4261603,2302,2,7233255,2302,2,6319401,2302,2,5893915,2302,1,778871,2302,4,602493,2302,4,643056,2302,4,2846668,2440,6,6427647,2440,2,3805058,2440,2,615165,2440,6,496986,2440,8,471895,2440,8,531833,2440,7,2275817,2454,6,5259913,2454,2,2663920,2454,1,378457,2440,6,392150,2440,7,403717,2440,6,434330,2440,6,1400999,2454,9,3381812,2454,5,2395979,2454,3,403735,2454,7,312239,2454,10,246649,2454,10,534086,2454,11
Boat Trip,9557,tt0285462,2002-10-01,10,1,20000000,34968315.73096164,94,Comedy,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,106266626.83333333,305433675.0,123386883.33333333,57962.0,Mort Nathan,15303.0,Frank Hübner,9777|52117|41901,Cuba Gooding Jr.|Horatio Sanz|Roselyn Sánchez,0,0.0,0.0,Artisan Entertainment,1714,3.3651960784313726,8318600,8318600,1226000,1714,10,1583000,1714,10,1006000,1714,9,315000,1714,10,313000,1714,10,290000,1714,10,304000,1714,10,486000,1803,15,707000,1803,16,498000,1803,15,159000,1803,14,154000,1803,14,151000,1803,14,147000,1803,14,130400,602,21,189100,602,22,119600,602,22,41400,602,21,42900,602,22,43100,602,21,45700,602,21,59400,208,30,86600,208,31,62300,208,29,20300,208,29,45100,103,37,54700,103,35,39000,103,33
Shottas,13830,tt0281190,2002-02-27,2,2,200000,349683.15730961645,95,Action,PG-13,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,75847.0,Cess Silvera,75851.0,Jennifer Farrell,59714|75837|1129883,Ky-Mani Marley|Spragga Benz|Paul Campbell,0,0.0,0.0,Access Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,1574,tt0299658,2002-12-10,12,1,45000000,78678710.3946637,113,Comedy,PG-13,1.0,0.0,0.0,0,0.0,42100000.0,65200000,42100000.0,102559037.33333333,280572772.6666667,101139860.39444445,17633.0,Rob Marshall,17634.0,Martin Richards,9137|1922|1205,Renée Zellweger|Catherine Zeta-Jones|Richard Gere,0,0.0,0.0,Miramax,77,1.0546182623447278,167408975,167408975,684729,77,13,753197,77,13,637003,77,12,484844,77,13,580000,77,12,713000,77,12,425000,77,12,1505000,304,8,2115000,304,9,1325000,304,9,520000,304,7,570000,304,7,573000,304,6,575000,304,6,1635000,362,6,2470000,362,6,1585000,362,6,545000,362,4,670000,362,4,640000,362,4,630000,362,4,2000000,557,7,3290000,557,6,2310000,557,6,2141927,557,4,950000,557,1,865000,557,1,925000,557,1
S1m0ne,9296,tt0258153,2002-08-23,8,4,10000000,17484157.86548082,117,Science Fiction,PG-13,1.0,0.0,12532777.0,12532777,12532777.0,12532777.0,12532777,12532777.0,32252377.444444448,94672899.66666667,35886358.58888889,8685.0,Andrew Niccol,8685.0,Andrew Niccol,1158|35198|2229,Al Pacino|Rachel Roberts|Catherine Keener,0,0.0,0.0,Niccol Films,1920,0.2837971680858055,8276275,8276275,1302333,1920,9,1534200,1920,9,976930,1920,9,370000,1920,9,395000,1920,8,360000,1920,8,318000,1920,8,624156,1920,12,793780,1920,13,799754,1920,14,642122,1920,15,160000,1920,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Santa Clause 2,9021,tt0304669,2002-09-29,9,6,65000000,113647026.12562534,104,Fantasy,PG-13,1.0,0.0,0.0,0,0.0,40793743.333333336,189833357,50154736.875,66511943.888888896,262931910.66666666,100953742.22222222,15045.0,Michael Lembeck,21146.0,Robert Newmyer,12898|777|19957,Tim Allen|Judge Reinhold|Wendy Crewson,1,6.6,7.9,Walt Disney Pictures,3350,1.872119003119152,138394397,138394397,7510582,3350,1,12917775,3350,1,8580339,3350,1,1501472,3350,1,2206467,3350,1,1131346,3350,2,1456009,3350,1,5966157,3352,2,10756882,3352,2,8011484,3352,2,4873936,3352,2,877606,3352,3,780554,3352,3,844396,3352,3,3566459,3346,4,7125221,3346,3,4410398,3346,3,527773,3346,4,568846,3346,4,530007,3346,4,590021,3346,4,2425662,3251,6,4815151,3251,4,2969556,3251,4,702167,3251,4,1059712,3251,3,1944319,2526,5,2803492,2526,3
Rabbit-Proof Fence,9555,tt0252444,2002-02-04,2,0,6000000,10490494.719288494,94,Adventure,PG-13,1.0,0.0,161827124.0,215887717,112908279.85714285,0.0,0,0.0,0.0,0.0,0.0,13015.0,Phillip Noyce,57955.0,Christine Olsen,57951|57952|57953,Everlyn Sampi|Tianna Sansbury|Laura Monaghan,0,0.0,0.0,Rumbalara Films,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Trouble,2185,tt0246464,2002-04-05,4,4,40000000,69936631.46192329,85,Action,PG-13,1.0,0.0,308865614.0,589390539,196360763.5,308865614.0,589390539,196360763.5,101061249.77777779,279669091.3333333,101332152.90277778,5174.0,Barry Sonnenfeld,5174.0,Barry Sonnenfeld,12898|14343|11107,Tim Allen|Rene Russo|Ben Foster,0,0.0,0.0,Touchstone Pictures,1961,0.16727866717966017,6884049,6884049,1204580,1961,8,1532192,1961,8,808432,1961,9,205837,1961,8,206745,1961,8,189081,1961,8,189053,1961,8,546105,1961,11,726175,1961,11,374777,1961,12,103693,1961,11,106488,1961,13,110886,1961,11,111071,1961,11,117143,534,17,160888,534,17,86599,534,17,26370,534,17,25793,534,17,25786,534,17,26355,534,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ali G Indahouse,9298,tt0284837,2002-03-21,3,3,7000000,12238910.505836576,85,Comedy,PG-13,1.0,0.0,0.0,0,0.0,146396324.33333334,281929795,82699799.72727273,51154875.55555556,114457175.33333333,47091972.1,57199.0,Mark Mylod,2238.0,Eric Fellner,6730|5658|4391,Sacha Baron Cohen|Michael Gambon|Charles Dance,0,0.0,0.0,Universal Pictures,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frailty,12149,tt0264616,2002-04-12,4,4,11000000,19232573.652028903,100,Drama,PG-13,1.0,0.0,119893377.33333333,2264162353,359406759.72727275,24821613.333333332,56359980,16207568.0,79998543.55555555,839194227.3333334,155241000.2943723,2053.0,Bill Paxton,28154.0,David Blocker,2053|10297|6280,Bill Paxton|Matthew McConaughey|Powers Boothe,0,0.0,0.0,Cinerenta,1497,0.22225522813688212,8380000,8380000,1405000,1497,8,1708000,1497,9,1095000,1497,9,316000,1497,8,326000,1497,9,280000,1497,8,325000,1497,7,665000,1497,11,878000,1497,11,623000,1497,10,175000,1497,11,173000,1497,11,166000,1497,11,245000,1497,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death to Smoochy,9275,tt0266452,2002-03-29,3,4,55000000,96162868.26014453,109,Comedy,PG-13,1.0,0.0,24700567.0,589390539,104900835.375,116395360.0,200687492,73329772.5,70259523.0,130830144.66666667,69846989.39814815,518.0,Danny DeVito,29525.0,Andrew Lazar,2157|819|2229,Robin Williams|Edward Norton|Catherine Keener,0,0.0,0.0,Warner Bros. Pictures,2164,0.2474785905795972,8364691,8364691,1694450,2164,7,1543582,2164,7,1028431,2164,7,411345,2164,9,361713,2164,9,331295,2164,10,303458,2164,11,522184,2164,11,709653,2164,12,380583,2164,13,125506,2164,13,144422,2164,12,125584,2164,12,117005,2164,14,79975,508,19,121891,508,19,64593,508,19,23742,508,19,25640,508,19,23385,508,19,22949,508,19,16557,103,23,23253,103,23,13050,103,22,4740,103,22,4920,103,22,5055,103,22,5807,103,22
Undercover Brother,12277,tt0279493,2002-05-31,5,4,25000000,43710394.663702056,86,Action,PG-13,1.0,0.0,34573780.0,34573780,34573780.0,261966400.66666666,355237933,131980428.05555555,69331397.66666667,318826016.0,68294714.41666667,72024.0,Malcolm D. Lee,339.0,Brian Grazer,62842|58317|9205,Eddie Griffin|Chris Kattan|Denise Richards,1,0.0,0.0,Universal Pictures,2167,0.2666959012467929,38300089,38300089,3651395,2167,4,5200800,2167,4,3185490,2167,5,1147475,2167,5,1127850,2167,6,965050,2167,6,1040160,2167,5,2376025,2169,7,2733550,2169,7,2191570,2169,7,846505,2169,7,857720,2169,7,759150,2169,7,846115,2169,7,1447280,1832,10,1731255,1832,10,1245760,1832,10,522120,1832,10,531115,1832,10,485480,1832,10,476995,1832,10,685125,1305,11,848265,1305,12,587225,1305,13,254475,1305,13,248555,1305,13,240995,1305,13,247925,1305,13
Barbershop,10611,tt0303714,2002-04-01,4,0,12000000,20980989.43857699,102,Comedy,PG-13,1.0,0.0,0.0,0,0.0,22391450.0,22391450,22391450.0,94122710.77777779,205681300.66666666,100312981.37037037,20400.0,Tim Story,66116.0,Mark Brown,9778|18471|5726,Ice Cube|Anthony Anderson|Cedric the Entertainer,1,0.0,0.0,Metro-Goldwyn-Mayer,1605,5.162172573189522,70328830,70328830,6875000,1605,1,8325000,1605,1,5430000,1605,1,1705000,1605,1,1205000,1605,1,1015000,1605,1,1025000,1605,1,3800000,1894,1,5950000,1894,1,3070000,1894,1,765000,1894,2,740000,1894,3,680000,1894,3,730000,1894,3,3000000,2051,3,4675000,2051,3,2330000,2051,3,545000,2051,4,530000,2051,5,505000,2051,5,500000,2051,4,1950000,2176,5,3025000,2176,5,1650000,2176,6,355000,2176,5,350000,2176,6,330000,2176,6,370000,2176,5
Dirty Pretty Things,3472,tt0301199,2002-09-05,9,3,0,0.0,97,Crime,PG-13,1.0,0.0,24308723.666666668,47100000,22009687.2,0.0,0,0.0,36285331.38888889,73989949.0,36285331.38888889,3224.0,Stephen Frears,4584.0,Robert Jones,2405|5294|16972,Audrey Tautou|Chiwetel Ejiofor|Sergi López,0,0.0,0.0,Miramax,62,0.5338235294117647,5864154,5864154,114000,62,23,181000,62,21,116000,62,22,43000,62,26,48000,62,26,48000,62,24,32000,62,25,147000,142,21,242000,142,21,169000,142,20,64000,142,21,65000,142,22,71000,142,21,71000,142,21,218000,240,19,292000,240,19,181000,240,19,74000,240,20,81000,240,19,83000,240,17,75000,240,18,293000,383,17,418000,383,17,365000,383,19,334860,383,18,80000,383,18,86000,383,18,80000,383,18
Panic Room,4547,tt0258000,2002-03-29,3,4,48000000,83923957.75430796,111,Crime,PG-13,1.0,1.0,179196420.0,327311859,174340701.25,105138700.5,109423648,105138700.5,68367781.0,131499849.0,73373158.45238096,7467.0,David Fincher,7475.0,Ceán Chaffin,1038|37917|2178,Jodie Foster|Kristen Stewart|Forest Whitaker,0,0.0,0.0,Columbia Pictures,3053,0.25539514437006694,95923030,95923030,11786000,3053,1,11076000,3053,1,7165000,3053,1,2952000,3053,2,2712000,3053,1,2390000,3053,1,2171000,3053,2,5830000,3053,1,8131000,3053,1,4263000,3053,1,1078000,3053,1,1209000,3053,1,1014000,3053,1,978000,3053,1,3253000,3119,3,4908000,3119,2,4908000,3119,1,626000,3119,2,702000,3119,3,618000,3119,2,609000,3119,2,1772000,2825,5,2747000,2825,5,1486000,2825,6,396000,2825,4,417000,2825,5,367000,2825,4,365000,2825,4
The Salton Sea,11468,tt0235737,2002-02-12,2,1,18000000,31471484.15786548,103,Crime,PG-13,1.0,1.0,0.0,0,0.0,117486838.66666667,286801374,117486838.66666667,79500669.55555555,469253530.6666667,108785063.42237763,40256.0,D.J. Caruso,4027.0,Frank Darabont,5576|7132|6163,Val Kilmer|Vincent D'Onofrio|Adam Goldberg,0,0.0,0.0,Humble Journey Films,15,2.5998440838482417,683893,683893,53848,15,16,65583,15,16,46878,15,16,18298,15,16,17817,15,16,15836,15,16,13777,15,16,30479,17,20,34873,17,20,26878,17,20,10149,17,19,11602,17,19,10369,17,20,10169,17,20,14416,14,20,20683,14,20,16031,14,20,7313,14,19,7166,14,20,6275,14,20,4384,14,23,26031,30,18,38169,30,18,28625,30,18,18674,30,15,12097,30,17,11293,30,17,10648,30,17
