title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,dir_last3_avg_adj,dir_max_adj,dir_lifetime_trunc_avg_adj,dir_fallback_flag,prod_last3_avg_adj,prod_max_adj,prod_lifetime_trunc_avg_adj,prod_fallback_flag,cast_last3_avg_adj,cast_max_adj,cast_lifetime_trunc_avg_adj,cast_fallback_flag,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
The Men Who Stare at Goats,10313,tt1234548,10/17/2009,10,5,en,GB,24000000,35193286.71,94,Comedy,Comedy|War,R,1,0,0,52350701.36,60391044.08,52350701.36,0,0,0,0,0,106778006.6,447503580.4,113787427.2,1,31511,Grant Heslov,111050,Paul Lister,1461|3061|1229,George Clooney|Ewan McGregor|Jeff Bridges,0,0,0,0,Ruby Films,2443,0.447958387,36667576,69095771,17176297,32428195,4641831,2443,3,5290882,2443,3,2773941,2443,3,915228,2443,3,1217459,2443,3,1516188,2443,3,820768,2443,2,1942167,2453,3,2608451,2453,3,1311135,2453,5,431319,2453,4,520012,2453,3,448150,2453,3,413527,2453,4,861993,2056,7,1265189,2056,7,701849,2056,7,303874,2056,7,380365,2056,7,285702,1119,11,370063,1119,10,632627,1119,10,600637,1119,10,268573,1119,12,88797,1119,13,92412,1119,13,94802,1119,13,91135,1119,13
Triangle,26466,tt1187064,10/16/2009,10,4,en,AU,12000000,17596643.36,98,Horror,Horror,R,1,0,0,12455757.36,12455757.36,12455757.36,1,9466516.434,12455757.36,9466516.434,1,70632696.92,91317396.7,68854126.31,1,41041,Christopher Smith,56020,Julie Baines,27755|96066|62754,Melissa George|Liam Hemsworth|Emma Lung,0,0,0,0,Dan Films,0,0,0,1333377,0,1333377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where the Wild Things Are,16523,tt0386117,10/16/2009,10,4,en,US,100000000,146638694.6,101,Fantasy,Fantasy|Drama|Adventure|Family,PG,1,1,0,39336767.54,39336767.54,39336767.54,1,0,0,0,0,20777305.67,100069995.5,29064313.55,1,5953,Spike Jonze,52693,John B. Carls,80576|2229|4691,Max Records|Catherine Keener|James Gandolfini,0,0,0,0,Warner Bros. Pictures,3735,0.156998382,22907449,100140916,39539575,77233467,12077282,3735,1,12335551,3735,1,8282574,3735,1,1974279,3735,1,1757127,3735,3,1566443,3735,2,1546319,3735,2,4344010,3735,3,6130231,3735,2,3545165,3735,2,832457,3735,4,845364,3735,4,715018,3683,4,767142,3683,4,1948875,3645,5,1684455,3645,6,2298087,3645,3,578371,3645,5,713234,3645,4,508292,3645,5,593059,3645,5,1187850,2756,9,1867001,2756,9,1122398,2756,9,257076,2756,9,368132,2756,9,918150,2756,6,258331,2756,9
The Stepfather,19904,tt0814335,10/16/2009,10,4,en,US,20000000,29327738.93,101,Horror,Horror|Thriller,PG-13,1,0,0,64090410.35,64090410.35,64090410.35,1,151777987.4,285692040.6,151777987.4,0,97380503.36,210486896.6,107504684.2,1,45627,Nelson McCormick,63720,Mark Morgan,21043|6068|110927,Dylan Walsh|Sela Ward|Penn Badgley,0,0,0,0,Screen Gems,2734,0.147006874,2135970,31198531,13851683,29062561,4368209,2734,5,4989750,2734,5,2223627,2734,6,572577,2734,6,614528,2734,6,514227,2734,6,568765,2734,6,2209541,2734,7,2823563,2734,7,1197865,2734,9,323314,2734,9,352454,2734,9,272863,2734,10,316726,2734,9,1199218,2346,7,1173485,2346,8,835089,2346,10,275446,2346,8,299708,2346,11,224830,2346,9,259285,2346,11,608938,1424,11,863188,1424,12,328007,1424,15,91273,1424,15,168193,1424,13,197693,1424,16,93442,1424,15
Black Dynamite,24804,tt1190536,10/16/2009,10,4,en,US,2900000,4252522.145,85,Comedy,Comedy|Action,R,1,0,0,0,0,0,0,0,0,0,0,174485625.2,509676092,139840091,1,92657,Scott Sanders,1338562,Jenny Wiener Steingart,64856|44994|88059,Michael Jai White|Arsenio Hall|Tommy Davidson,0,0,0,0,Six Point Harness,70,0.322245984,53979,296557,188518,242578,48104,70,30,51908,70,34,31850,70,34,13069,70,31,16019,70,28,13795,70,29,13773,70,29,14198,27,40,16188,27,43,9573,27,44,5939,27,36,3374,27,41,2397,27,43,2391,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Law Abiding Citizen,22803,tt1197624,10/15/2009,10,3,en,US,53000000,77718508.16,109,Drama,Drama|Crime|Thriller,R,1,1,0,105833217.1,181422229.1,88874642.35,1,31954460.27,31954460.27,31954460.27,1,51893028.86,165359642.2,62110331.86,1,37932,F. Gary Gray,68320,Mark Gill,134|17276|17782,Jamie Foxx|Gerard Butler|Colm Meaney,0,0,0,0,The Film Department,2890,0.628751882,54586481,127944208,27604815,73357727,7727872,2890,2,8249368,2890,2,5062262,2890,3,1704568,2890,3,1801997,2890,1,1531865,2890,3,1526883,2890,3,4123994,2890,4,5273162,2890,3,3006732,2890,3,1062551,2890,2,1175564,2890,2,908946,2890,3,925886,2890,3,2412239,2764,3,2752122,2764,3,2239269,2764,4,775153,2764,3,902563,2764,3,733295,2764,3,804307,2764,3,1885351,2474,8,2697862,2474,8,1420524,2474,7,501007,2474,6,705245,2474,6,955797,2474,5,527741,2474,5
Astro Boy,16577,tt0375568,10/15/2009,10,3,en,US,10000000,14663869.46,94,Animation,Animation|Action|Family|Science Fiction,PG,1,2,0,100892561.9,100892561.9,100892561.9,0,100892561.9,100892561.9,100892561.9,0,69549345.89,288533270.8,75657015.38,1,33183,David Bowers,1106862,Maryann Garger,1281|40462|78729,Freddie Highmore|Kristen Bell|Nathan Lane,0,0,0,0,Summit Entertainment,3014,0.385754056,20335919,39886986,7855767,19551067,1823193,3014,8,3014337,3014,6,1865393,3014,6,307859,3014,10,298044,3014,10,258713,3014,11,288228,3014,11,975405,3020,9,967982,3020,11,1517264,3020,6,270863,3020,9,406181,3020,7,217215,3020,11,274024,3020,8,546486,1918,14,1234172,1918,10,845445,1918,10,123705,1918,13,157503,1918,14,756485,1918,10,113893,1918,13,327758,1354,14,820372,1354,13,554816,1354,13,66597,1354,15,59790,1354,15,64733,1354,15,59031,1354,16
Fantastic Mr. Fox,10315,tt0432283,10/14/2009,10,2,en,US,40000000,58655477.86,87,Adventure,Adventure|Animation|Comedy|Family,PG,1,0,0,50352821.4,93001556.78,37230591.41,1,50352821.4,93001556.78,37230591.41,1,67350708.17,139967853.5,56371317.25,1,5655,Wes Anderson,5655,Wes Anderson,1461|1332416|5064,George Clooney|Robin Hurlstone|Meryl Streep,0,0,0,0,Regency Enterprises,4,1.255653679,37084208,58092014,358536,21002919,71614,4,22,106823,4,22,87463,4,21,24062,4,19,22547,4,19,24665,4,19,21362,4,20,52413,4,21,80776,4,21,70323,4,20,22657,4,21,23610,4,21,1111353,2027,8,1339137,2027,8,2974009,2033,8,2561091,2033,9,1430167,2033,8,310777,2033,9,299326,2033,9,267880,2033,9,264109,2033,9,795463,2304,11,1275154,2304,11,847714,2034,11,186492,2034,12,207620,2034,11,191869,2034,11,191840,2034,11
The Descent: Part 2,34480,tt1073105,10/14/2009,10,2,en,US,6000200,8798614.956,94,Adventure,Adventure|Horror|Thriller,R,1,1,0,0,0,0,0,0,0,0,0,51240888.63,101278538.8,51444638.38,1,1114,Jon Harris,1091462,Ivana MacKinnon,57574|57575|12660,Shauna Macdonald|Natalie Mendoza|Gavan O'Herlihy,1,7.2,41913632.31,4.3,Pathe,0,0,0,7048886,0,7048886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,14161,tt1190080,10/10/2009,10,5,en,US,200000000,293277389.3,158,Action,Action|Adventure|Science Fiction,PG-13,1,0,0,218809135.8,613782546.6,252361478.6,1,0,0,0,0,39257411.48,173314860.6,51146054.88,1,6046,Roland Emmerich,5430,Harald Kloser,3036|2956|5294,John Cusack|Amanda Peet|Chiwetel Ejiofor,0,0,0,0,Columbia Pictures,3404,0.444421932,625105659,791217826,81721057,166112167,23441334,3404,1,24698354,3404,1,17097926,3404,1,5114982,3404,1,4551284,3404,1,3642676,3404,1,3174501,3404,1,8137901,3408,3,11048199,3408,3,7224106,3408,3,2293782,3408,3,2801447,3408,3,3598824,3444,3,3974382,3444,5,6934121,3444,3,7027240,3444,3,3690368,3444,3,963886,3444,3,1034423,3444,3,886460,3444,3,850625,3444,3,2019693,3220,6,2965537,3220,6,1786435,3220,5,491159,3220,5,542980,3220,5,464543,3220,5,479672,3220,5
Wrong Turn 3: Left for Dead,23823,tt1261978,10/8/2009,10,3,en,US,3000000,4399160.839,91,Horror,Horror|Thriller,Unrated,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126882,Declan O'Brien,131184,Phillip J. Roth,90582|90755|147893,Tom Frederic|Janet Montgomery|Louise Cliffe,1,5.5,0,2.1,Constantin Film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zombieland,19908,tt1156398,10/2/2009,10,4,en,US,23600000,34606731.93,87,Comedy,Comedy|Horror,R,1,1,0,0,0,0,0,23587193.96,168542620.5,56045555.88,1,39734293.75,162387356.2,57650182.04,1,91268,Ruben Fleischer,35974,Gavin Polone,44735|57755|54693,Jesse Eisenberg|Woody Harrelson|Emma Stone,0,0,0,0,Columbia Pictures,3036,0.244649116,26801794,102392080,32801081,75590286,9449569,3036,1,9371921,3036,1,5911665,3036,1,2070183,3036,1,2213561,3036,1,1863557,3036,1,1920625,3036,1,4748942,3038,2,6039596,3038,2,4013893,3038,2,1933310,3038,3,1236955,3038,2,1113738,3038,2,1135863,3038,2,2401499,3171,6,3331306,3171,7,1884134,3171,7,592945,3171,5,617696,3171,5,567926,3171,5,588688,3171,5,1368097,2447,10,1824693,2447,10,1013022,2447,10,350070,2447,7,372002,2447,8,295074,2447,9,330371,2447,7
The Invention of Lying,23082,tt1058017,10/2/2009,10,4,en,US,18500000,27128158.51,100,Comedy,Comedy|Fantasy|Romance,PG-13,1,0,0,94498912.24,391401450,110507026.1,1,0,0,0,0,99426204.8,280779152.2,101948929.8,1,17835,Ricky Gervais,112690,Dan Lin,17835|9278|52849,Ricky Gervais|Jennifer Garner|Louis C.K.,0,0,0,0,MRC,1707,0.205884812,13955256,32406507,8956605,18451251,2482184,1707,4,3028248,1707,5,1517040,1707,5,463169,1707,5,536432,1707,5,474251,1707,5,455281,1707,5,1078745,1743,7,1426861,1743,7,833657,1743,7,458054,1743,7,288237,1743,7,273181,1743,7,274426,1743,7,613094,1624,9,867036,1624,9,427268,1624,10,137161,1624,11,163306,1624,9,153415,1624,10,166120,1624,9,281537,802,14,380933,802,15,176739,802,16,63679,802,16,73967,802,14,47545,545,15,54413,545,15
A Serious Man,12573,tt1019452,10/2/2009,10,4,en,US,7000000,10264708.62,106,Comedy,Comedy|Drama,R,1,0,0,89052496.68,112711873.6,44253598.43,1,89052496.68,112711873.6,44253598.43,1,15064811.94,159486646.1,36729981.56,1,1224,Ethan Coen,1224,Ethan Coen,72873|21125|105303,Michael Stuhlbarg|Richard Kind|Fred Melamed,0,0,0,0,Focus Features,6,0.300340778,22201566,31431652,351986,9228768,72987,6,29,105585,6,29,72765,6,28,25399,6,25,26096,6,26,24412,6,27,24742,6,27,122397,21,24,203231,21,23,133690,21,22,68660,21,21,43176,21,23,41401,21,22,36255,21,24,218530,82,15,405240,82,15,218741,82,13,58902,82,14,67610,82,14,68569,82,14,64891,82,14,300440,176,13,534534,176,12,258243,176,13,85192,176,12,104787,176,12,89478,176,13,83280,176,13
The Imaginarium of Doctor Parnassus,8054,tt1054606,10/1/2009,10,3,en,GB,30000000,43991608.39,123,Adventure,Adventure|Fantasy|Mystery,PG-13,1,0,0,66536829.99,117934872.1,45316238.35,1,66536829.99,117934872.1,45316238.35,1,151818049.4,418447982.1,85050214.51,1,280,Terry Gilliam,280,Terry Gilliam,290|53688|1810,Christopher Plummer|Lily Cole|Heath Ledger,0,0,0,0,Infinity Features,0,0,54119168,61808775,0,7689607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja Assassin,22832,tt1186367,9/29/2009,9,1,en,FR,40000000,58655477.86,99,Action,Action|Adventure|Thriller,R,1,1,0,110012603.9,110012603.9,110012603.9,0,81485478.39,110012603.9,81485478.39,1,99076780.28,278226570.1,92297183.46,1,11266,James McTeigue,8528,Grant Hill,112013|2038|11280,Rain|Naomie Harris|Ben Miles,0,0,0,0,Legendary Pictures,2503,1.263791103,23478397,61601280,23127980,38122883,3318146,2503,4,4559261,2503,3,5639793,2503,6,4869935,2503,6,2806430,2503,6,937232,2503,4,997183,2503,4,824320,2503,4,808197,2503,4,1647124,2503,8,2014530,2503,9,1399845,2503,8,468419,2503,6,484159,2503,7,408287,2503,6,414430,2503,6,800281,2100,10,1132225,2100,10,774964,2100,10,292429,2100,9,312187,2100,10,294280,2100,10,283431,2100,10,282651,1155,14,327948,1155,15,321848,1155,14,178268,1155,15,177217,1155,16
The Hills Run Red,24001,tt0907676,9/29/2009,9,1,en,US,0,0,81,Horror,Horror|Thriller,R,1,1,0,0,0,0,0,0,0,0,0,87966580.93,140933559.2,82859585.83,1,67980,Dave Parker,90758,John Carchietta,52854|54593|6573,Sophie Monk|Tad Hilgenbrink|William Sadler,0,0,0,0,Dark Castle Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman/Batman: Public Enemies,22855,tt1398941,9/29/2009,9,1,en,US,0,0,67,Science Fiction,Science Fiction|Animation|Adventure|Drama,PG-13,1,1,0,0,0,0,0,0,0,0,0,25254825.36,70260246.38,35998408.24,1,90367,Sam Liu,129722,Bobbie Page,68122|34947|6574,Tim Daly|Kevin Conroy|Clancy Brown,0,0,0,0,Warner Premiere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrogates,19959,tt0986263,9/24/2009,9,3,en,US,80000000,117310955.7,89,Science Fiction,Science Fiction|Action|Thriller,PG-13,1,0,0,165407956.7,257052878.1,165407956.7,1,0,0,0,0,46449529.66,217663250.6,70710737.5,1,7213,Jonathan Mostow,1005814,Max Handelman,62|8329|10882,Bruce Willis|Radha Mitchell|Rosamund Pike,0,0,0,0,Wintergreen Productions,2951,0.545523647,83867000,122444772,19043080,38577772,5053646,2951,2,6106226,2951,2,3742820,2951,2,1175307,2951,2,1169691,2951,1,921089,2951,1,874301,2951,2,2252840,2951,5,3222198,2951,4,1766016,2951,4,508320,2951,4,606100,2951,4,520364,2951,4,538549,2951,4,1275590,2992,6,1812735,2992,6,1179989,2992,6,590224,2992,6,395844,2992,6,344192,2992,6,354294,2992,6,587211,2326,10,865832,2326,10,464272,2326,9,150560,2326,9,162696,2326,10,160807,2326,8,181241,2326,8
Desert Flower,33997,tt1054580,9/24/2009,9,3,en,AT,0,0,120,Drama,Drama,R,1,0,0,0,0,0,0,0,0,0,0,31277453.34,305213988.2,74091902.99,1,46203,Sherry Hormann,,Unknown,111662|39658|45050,Liya Kebede|Sally Hawkins|Craig Parkinson,0,0,0,0,Backup Media,0,0,14638595,14682943,0,44348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fame,28665,tt1016075,9/23/2009,9,2,en,US,18000000,26394965.03,107,Music,Music|Comedy|Drama|Romance,PG,1,0,0,0,0,0,0,60187544.27,130384109.1,40560538.92,1,110531313.5,190074936.2,110531313.5,1,101518,Kevin Tancharoen,3953,Gary Lucchesi,38703|101522|101519,Kay Panabaker|Walter Perez|Naturi Naughton,0,0,0,0,Lakeshore Entertainment,3096,1.818926297,54756326,77211836,11880236,22455510,3539749,3096,3,4104884,3096,3,2367049,3096,3,629334,3096,3,472061,3096,4,386236,3096,5,380923,3096,4,1450137,3133,8,2128099,3133,6,1048716,3133,8,233607,3133,9,276494,3133,9,223804,3133,10,244669,3133,9,763160,3110,10,1101949,3110,10,677958,3110,10,385787,3110,10,159836,3110,11,150261,3110,11,167246,3110,11,275562,1555,14,411718,1555,14,216610,1555,14,52745,1555,15,47654,1555,15,45353,1555,16,52091,1555,16
Couples Retreat,19899,tt1078940,9/19/2009,9,5,en,US,70000000,102647086.2,113,Comedy,Comedy|Romance,PG-13,1,0,0,0,0,0,0,64661879.6,185203016.5,94885569.5,0,151314259.2,378716474.2,151150557.7,1,12708,Peter Billingsley,19282,Scott Stuber,4937|23532|15277,Vince Vaughn|Jason Bateman|Jon Favreau,0,0,0,0,Stuber Pictures,3000,0.461786436,62639895,171844840,45390345,109204945,12478510,3000,1,13379125,3000,1,8429105,3000,1,4006225,3000,1,2580555,3000,1,2281425,3000,1,2235400,3000,1,5792505,3009,4,7643005,3009,4,3791880,3009,4,1083705,3009,4,1203335,3009,4,1097900,3009,4,1113525,3009,4,3642690,3074,5,4826180,3074,4,2151815,3074,5,691650,3074,5,799565,3074,5,646005,3074,6,691650,3074,5,2390540,3026,4,2224110,3026,4,1845875,3026,5,590070,3026,4,680850,3026,5,588590,3026,4,665720,3026,4
Jennifer's Body,19994,tt1131734,9/18/2009,9,4,en,US,16000000,23462191.14,107,Horror,Horror|Comedy,R,1,0,0,22388536.67,41671858.47,22388536.67,1,0,0,0,0,177212348.3,317647628.4,157196991.3,1,54025,Karyn Kusama,52448,Daniel Dubiecki,19537|71070|27104,Megan Fox|Amanda Seyfried|Johnny Simmons,0,0,0,0,Fox Atomic,2702,0.21155777,15351268,31558637,8805814,16204793,2800643,2702,5,2524783,2702,5,1542971,2702,6,523153,2702,5,559352,2702,5,438093,2702,5,416819,2702,5,1124686,2738,8,1672886,2738,8,866987,2738,9,295290,2738,8,277760,2738,8,238171,2738,10,244166,2738,9,393777,1642,14,563218,1642,15,294648,1642,15,91205,1642,15,99680,1642,14,92214,1642,16,93148,1642,16,174531,1005,21,243742,1005,21,150418,1005,21,64836,1005,22,44576,1005,22,40890,1005,23,41954,1005,22
Bright Star,29963,tt0810784,9/18/2009,9,4,en,GB,10000000,14663869.46,119,Drama,Drama|Romance,PG,1,0,0,6285792.29,87413508.83,21761791.27,1,32985968.16,87413508.83,32985968.16,1,11140076.88,43663414.84,17541186.48,1,10757,Jane Campion,10758,Jan Chapman,37260|17064|15684,Abbie Cornish|Ben Whishaw|Paul Schneider,0,0,0,0,Pathe,19,1.960084493,9930015,14374652,248045,4444637,9014,2,34,7932,2,34,51699,19,29,82762,19,29,55242,19,29,19585,19,24,21811,19,24,21509,19,25,20704,19,25,179852,130,17,304321,130,17,187722,130,17,62696,130,17,66352,130,16,65670,130,16,63862,130,17,191429,317,18,333566,317,17,191101,317,17,60530,317,19,76562,317,18,74832,317,19,73334,317,19,181682,380,20,274084,380,20,169068,380,19,94052,380,18,64311,380,17
Love Happens,25643,tt0899106,9/18/2009,9,4,en,US,18000000,26394965.03,109,Drama,Drama|Romance,PG-13,1,1,0,0,0,0,0,77479435.09,185203016.5,107127535.9,0,218515055.7,504115362.7,112577834.1,1,62541,Brandon Camp,19282,Scott Stuber,6383|4491|58873,Aaron Eckhart|Jennifer Aniston|Dan Fogler,0,0,0,0,Stuber Pictures,1898,0.218169023,13122918,36088028,10400730,22965110,3093740,1898,3,3179150,1898,4,1784120,1898,4,550555,1898,4,692770,1898,3,577995,1898,3,522400,1898,3,1441980,1898,6,1850775,1898,6,1015225,1898,7,341640,1898,7,399020,1898,6,351130,1898,6,332555,1898,5,913025,1922,10,1230405,1922,11,605595,1922,10,192445,1922,11,249860,1922,10,230425,1922,9,230605,1922,10,482150,1894,12,624075,1894,13,360805,1894,13,189400,1894,12,142125,1894,12,133005,1894,12,151520,1894,12
Cloudy with a Chance of Meatballs,22794,tt0844471,9/17/2009,9,3,en,US,100000000,146638694.6,90,Animation,Animation|Comedy|Family,PG,1,0,0,0,0,0,0,182470511,251610195.9,182470511,1,138846756.2,293146397.6,113321800.6,1,155267,Christopher Miller,65857,Pam Marsden,19278|1772|3085,Bill Hader|Anna Faris|James Caan,0,0,0,0,Sony Pictures Animation,3119,0.382377168,118135851,243006136,35435752,124870275,8137358,3119,1,13152744,3119,1,9014546,3119,1,1302641,3119,1,1423658,3119,1,1214862,3119,1,1189943,3119,1,5611935,3119,1,11184070,3119,1,8242798,3119,1,2333459,3119,1,992524,3119,2,907137,3119,3,984606,3119,1,3651150,2977,2,7661686,2977,2,4496203,2977,2,693321,2977,2,685705,2977,2,644933,2977,2,725677,2977,2,3068721,2992,3,5110936,2992,3,3347823,2992,3,2575897,2992,2,586833,2992,4,531574,2992,4,711034,2992,4
The Rebound,24122,tt1205535,9/16/2009,9,2,en,US,0,0,95,Romance,Romance|Comedy,R,1,0,0,27813726.51,27813726.51,27813726.51,1,27813726.51,27813726.51,27813726.51,1,105565470.3,245818772.9,104318098.2,1,86203,Bart Freundlich,86203,Bart Freundlich,1922|21180|64928,Catherine Zeta-Jones|Justin Bartha|Art Garfunkel,0,0,0,0,The Film Department,0,0,0,21791288,0,21791288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbie and the Three Musketeers,23566,tt1484922,9/15/2009,9,1,en,US,0,0,81,Animation,Animation|Family,Unrated,1,0,0,6569710.639,6569710.639,6569710.639,1,0,0,0,0,10527776.47,25565463.22,14617077.28,1,80948,William Lau,92085,Carrie Wilksen,74358|13472|92076,Kelly Sheridan|Tim Curry|Kira Tozer,0,0,0,0,Rainmaker Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! The Mystery Begins,22620,tt1258157,9/13/2009,9,6,en,US,0,0,82,Mystery,Mystery|Comedy|Fantasy,PG,1,1,0,113165128.7,277039717.7,132003852.8,0,26357751.12,26357751.12,26357751.12,1,99409771.32,196550532.4,51679064.96,1,13581,Brian Levant,60260,Brian J. Gilbert,89111|89109|15831,Nick Palatas|Hayley Kiyoko|Frank Welker,0,0,0,0,Warner Premiere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hole,45650,tt1085779,9/12/2009,9,5,en,US,0,0,92,Thriller,Thriller|Adventure|Fantasy,PG-13,1,1,0,54051690.15,105520541.9,41032213.13,1,0,0,0,0,140596105.6,330240618.9,116301629.8,0,4600,Joe Dante,56533,Claudio Fäh,109441|18052|58754,Chris Massoglia|Nathan Gamble|Haley Bennett,0,0,0,0,BenderSpink,0,0,0,10457002,0,10457002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fish Tank,24469,tt1232776,9/11/2009,9,4,en,NL,3000000,4399160.839,123,Drama,Drama,Unrated,1,0,0,1760464.466,1760464.466,1760464.466,1,0,0,0,0,55592325.51,106530434.8,55592325.51,1,71082,Andrea Arnold,1270110,Nick Laws,91643|17288|8309,Katie Jarvis|Michael Fassbender|Kierston Wareing,0,0,0,0,BBC Film,0,0,2029625,2404300,0,374675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
