title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,dir_last3_avg_adj,dir_max_adj,dir_lifetime_trunc_avg_adj,dir_fallback_flag,prod_last3_avg_adj,prod_max_adj,prod_lifetime_trunc_avg_adj,prod_fallback_flag,cast_last3_avg_adj,cast_max_adj,cast_lifetime_trunc_avg_adj,cast_fallback_flag,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7,rev_day_8,theaters_day_8,rank_day_8,rev_day_9,theaters_day_9,rank_day_9,rev_day_10,theaters_day_10,rank_day_10,rev_day_11,theaters_day_11,rank_day_11,rev_day_12,theaters_day_12,rank_day_12,rev_day_13,theaters_day_13,rank_day_13,rev_day_14,theaters_day_14,rank_day_14,rev_day_15,theaters_day_15,rank_day_15,rev_day_16,theaters_day_16,rank_day_16,rev_day_17,theaters_day_17,rank_day_17,rev_day_18,theaters_day_18,rank_day_18,rev_day_19,theaters_day_19,rank_day_19,rev_day_20,theaters_day_20,rank_day_20,rev_day_21,theaters_day_21,rank_day_21,rev_day_22,theaters_day_22,rank_day_22,rev_day_23,theaters_day_23,rank_day_23,rev_day_24,theaters_day_24,rank_day_24,rev_day_25,theaters_day_25,rank_day_25,rev_day_26,theaters_day_26,rank_day_26,rev_day_27,theaters_day_27,rank_day_27,rev_day_28,theaters_day_28,rank_day_28
Cracks,35052,tt1183665,12/4/2009,12,4,en,IE,0,0,104,Drama,Drama|Mystery|Thriller,R,1,1,0,0,0,0,0,44304523.2,44594466.69,44304523.2,0,56261313.1,117238475.4,43550515.98,1,91759,Jordan Scott,955583,Rosalie Swedlin,10912|36594|77122,Eva Green|Juno Temple|María Valverde,0,0,0,0,Industry Entertainment Partners,0,0,72177,101860,0,29683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Up in the Air,22947,tt1193138,12/4/2009,12,4,en,US,25000000,36659673.66,110,Drama,Drama|Romance,R,1,0,0,128829533.5,217727933.7,128829533.5,1,128829533.5,217727933.7,128829533.5,1,108977935.9,273972715.4,126206390.8,1,52443,Jason Reitman,52443,Jason Reitman,1461|21657|84223,George Clooney|Vera Farmiga|Anna Kendrick,0,0,0,0,Paramount Pictures,15,0.25826294,83019358,166842739,1588283,83823381,329119,15,13,474567,15,13,377764,15,13,108073,15,15,99120,15,15,99870,15,15,99770,15,15,658157,72,12,1056378,72,12,679809,72,12,210189,72,11,267232,72,11,283936,72,11,261935,72,11,931546,175,8,1261798,175,8,1016788,175,8,526064,175,9,541444,175,10,1726665,1895,5,1751496,1895,3,3643812,1895,5,4376519,1895,6,3249917,1895,6,2260808,1895,7,2228216,1895,7,2305603,1895,7,2828618,1895,6
Armored,4597,tt0913354,12/4/2009,12,4,en,US,20000000,29327738.93,88,Action,Action|Crime|Drama|Thriller|Mystery,PG-13,1,0,0,15782513.63,29380683.72,15782513.63,1,0,0,0,0,89930061.81,222171984.4,72604167.61,1,41671,Nimród Antal,226332,Trae Ireland,2876|1003|2975,Matt Dillon|Jean Reno|Laurence Fishburne,0,0,0,0,Screen Gems,1915,0.199895433,6953345,22942221,8246521,15988876,2393949,1915,4,2611425,1915,7,1505754,1915,7,464529,1915,7,492884,1915,6,390113,1915,8,387867,1915,8,1104028,1919,9,1532881,1919,9,867465,1919,9,297437,1919,8,340492,1919,9,295370,1919,9,285829,1919,9,426205,1538,12,466934,1538,12,391452,1538,13,230827,1538,13,252766,1538,14,144632,795,15,98905,795,15,111659,244,20,124576,244,22,85308,244,21,52531,244,24,53439,244,25,53429,244,25,35554,244,26
Everybody's Fine,26171,tt0780511,12/4/2009,12,4,en,US,21000000,30794125.87,99,Drama,Drama,PG-13,1,1,0,61884642.81,75927846.18,61884642.81,0,0,0,0,0,59279866.28,215829482.4,77707932.39,1,64045,Kirk Jones,57301,Vittorio Cecchi Gori,380|69597|3967,Robert De Niro|Drew Barrymore|Kate Beckinsale,0,0,0,0,Miramax,2133,0.249528111,7234733,16443609,5133667,9208876,1322215,2133,9,1578415,2133,10,951438,2133,10,310972,2133,9,363306,2133,9,304568,2133,9,302753,2133,9,684238,2141,11,953422,2141,13,556550,2141,13,207071,2141,12,263809,2141,12,228655,2141,12,226575,2141,12,188899,1003,17,229177,1003,17,183583,1003,18,107326,1003,18,127923,1003,18,60815,1003,22,57166,1003,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine,10197,tt0875034,12/3/2009,12,3,en,US,80000000,117310955.7,118,Drama,Drama|Music|Romance,PG-13,1,0,0,195511983.3,298432751,195511983.3,1,79793623.93,196508683.8,75789815.76,1,66099576.3,162270271.9,48740165.87,1,17633,Rob Marshall,23485,Marc Platt,11856|8293|955,Daniel Day-Lewis|Marion Cotillard|Penélope Cruz,0,0,0,0,Relativity Media,4,0.639786646,34327985,54004950,378072,19676965,86229,4,20,89296,4,21,81707,4,21,33024,4,21,28286,4,24,24866,4,26,34664,4,22,2030047,1412,7,1887053,1412,9,1535413,1412,8,1096605,1412,9,1027338,1412,9,1013095,1412,9,877130,1412,10,1459195,1412,10,1558613,1412,10,883395,1412,9,364665,1412,9,414330,1412,9,368581,1412,8,328575,1412,8,471577,1060,14,681357,1060,14,461966,1060,12,156284,1060,11,207132,1060,11,185030,1060,11,181450,1060,11
Brothers,7445,tt0765010,12/2/2009,12,2,en,US,26000000,38126060.61,105,Drama,Drama|Thriller|War,R,1,0,0,29396067.17,54629529.23,26859585.4,0,113790890.8,175709351.4,97123870.41,0,102671037.6,564197367.1,156290664.2,1,53334,Jim Sheridan,4767,Michael De Luca,2219|131|524,Tobey Maguire|Jake Gyllenhaal|Natalie Portman,0,0,0,0,Lionsgate,2088,1.657891579,14930421,43474578,12401791,28544157,3574150,2088,3,3673061,2088,3,2280637,2088,4,764666,2088,3,817555,2088,3,643893,2088,3,647829,2088,4,1644444,2088,6,2065381,2088,6,1304601,2088,6,495592,2088,6,569634,2088,6,498977,2088,6,480321,2088,6,899753,2009,9,1053467,2009,9,935901,2009,9,549047,2009,8,574824,2009,8,424759,1714,10,232851,1714,11,390479,858,14,453212,858,14,366481,858,13,251402,858,14,243069,858,14,234316,858,14,152477,858,16
American Pie Presents: The Book of Love,26123,tt1407050,12/2/2009,12,2,en,US,8000000,11731095.57,93,Comedy,Comedy,R,1,0,0,0,0,0,0,38209388.82,48967019.71,38209388.82,1,16914815.67,36876937.02,16914815.67,1,21475,John Putch,37021,Mike Elliott,69395|94906|94769,Bug Hall|Brandon Hardesty|Kevin M. Horton,1,5.3,28237680.56,2,Capital Arts Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road,20766,tt0898367,11/25/2009,11,2,en,US,32000000,46924382.28,111,Adventure,Adventure|Drama,R,1,0,0,3065571.584,3065571.584,3065571.584,1,55287968.09,92990702.38,31612921.52,1,51564643.28,328606545.7,103238237.7,1,53333,John Hillcoat,6468,Nick Wechsler,110|113505|6885,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron,0,0,0,0,Dimension Films,111,0.359548731,19522579,27639579,2222398,8117000,240870,88,13,234352,88,12,558067,111,11,585507,111,11,358657,111,10,122062,111,12,122883,111,11,117118,111,11,105298,111,12,227998,128,16,305845,128,15,215692,128,16,79180,128,16,81707,128,16,75046,128,16,76167,128,16,146067,135,17,206675,135,17,153136,135,17,63380,135,17,67010,135,17,63771,135,17,60187,135,17,204594,396,15,235073,396,16,220607,396,16,140214,396,17,144658,396,17
The Boondock Saints II: All Saints Day,22821,tt1300851,11/24/2009,11,1,en,US,8000000,11731095.57,118,Action,Action|Thriller|Crime,R,1,1,0,0,0,0,0,0,0,0,0,22849196.8,131680390.7,47721714.84,1,54795,Troy Duffy,54796,Chris Brinker,54789|4886|9188,Sean Patrick Flanery|Norman Reedus|Billy Connolly,1,7.6,72227.1443,10.8,Stage 6 Films,68,2.26027473,356133,10629321,816531,10273188,255670,68,14,117581,68,18,173436,68,14,70570,68,14,81791,68,14,51075,68,14,66408,68,14,143002,105,19,175437,105,19,109480,105,19,47329,105,19,58435,244,19,67572,244,19,43694,244,19,399155,251,13,368038,251,16,266446,251,14,125616,251,13,116288,251,13,113441,251,13,103009,251,14,189234,204,14,229663,204,15,180360,204,15,102299,204,14,120918,204,14,349146,362,10,296433,362,11
Old Dogs,22949,tt0976238,11/24/2009,11,1,en,US,35000000,51323543.12,88,Comedy,Comedy|Family,PG,1,0,0,146287460.1,255324469,146287460.1,1,24710848.68,337044847.4,67609335.18,1,123095547.1,273212074.6,123967129.8,1,68573,Walt Becker,15306,Peter Abrams,8891|2157|11164,John Travolta|Robin Williams|Kelly Preston,0,0,0,0,Walt Disney Pictures,3425,1.051881123,47261636,96753696,25770487,49492060,3149493,3389,5,4184542,3389,4,6895508,3425,4,6682645,3425,4,3316358,3425,4,727490,3425,5,814451,3425,5,630829,3425,5,630804,3425,6,2076851,3425,5,3049956,3425,5,1765458,3425,6,385522,3425,8,479435,3425,8,392902,3425,7,404257,3425,7,1241248,3090,7,2035339,3090,7,1133185,3090,8,277703,3090,10,355375,3090,8,308421,3090,8,347124,3090,8,713359,2630,10,921298,2630,10,705918,2630,11,487611,2630,10,570333,2630,9
The Blind Side,22881,tt0878804,11/20/2009,11,4,en,US,29000000,42525221.45,129,Drama,Drama,PG-13,1,0,0,84751910.31,132180359.3,84751910.31,1,61729225.4,117765442.2,55500156.47,1,68928132.86,128982242.9,69908343.45,1,54040,John Lee Hancock,47285,Broderick Johnson,18277|74428|112560,Sandra Bullock|Tim McGraw|Quinton Aaron,0,0,0,0,Alcon Entertainment,3140,0.57170099,53248834,309231694,60127477,255982860,11038423,3110,2,13742443,3110,2,9338506,3110,2,3658070,3110,2,4942211,3110,2,7918489,3140,2,9489335,3140,1,16185856,3140,2,15872934,3140,2,8052574,3140,2,2063321,3140,2,2317386,3140,2,2127457,3140,1,2077373,3140,2,6768826,3326,1,8547892,3326,1,4726463,3326,1,1442171,3326,1,1569402,3326,1,1413948,3326,1,1468459,3326,1,4725709,3388,2,6878260,3388,2,3451289,3388,2,1093394,3388,2,1268251,3388,2,1212410,3388,2,1313393,3388,2
Planet 51,16866,tt0762125,11/19/2009,11,3,en,ES,70000000,102647086.2,91,Animation,Animation|Family|Comedy|Science Fiction|Adventure,PG,1,0,0,0,0,0,0,0,0,0,0,118425020.1,225771742,96509625.17,1,117052,Jorge Blanco,117057,Ignacio Pérez Dolset,18918|57599|10860,Dwayne Johnson|Seann William Scott|Jessica Biel,0,0,0,0,Ilion Animation Studios,3035,0.608791715,63453042,105647102,18268768,42194060,3185083,3035,5,5534336,3035,5,3566710,3035,4,982601,3035,5,1318296,3035,5,2108354,3035,7,1573388,3035,7,4102610,3035,7,3950890,3035,7,2165141,3035,7,325826,3035,8,301160,3035,8,269654,3035,8,281954,3035,8,1038619,2904,10,2046157,2904,8,1302097,2904,9,192313,2904,10,222724,2904,10,208397,2904,10,199058,2904,10,476078,2570,13,1092806,2570,11,698154,2570,11,122761,2570,15,134490,2570,15,131827,2570,15,155149,2570,14
The Twilight Saga: New Moon,18239,tt1259571,11/18/2009,11,2,en,US,50000000,73319347.32,131,Adventure,Adventure|Fantasy|Drama|Romance,PG-13,1,0,0,97577793.54,113998996.8,97577793.54,0,135506389.9,285692040.6,112151732.1,1,175679942.8,346399935.5,164651482.7,1,3288,Chris Weitz,6040,Wyck Godfrey,37917|11288|84214,Kristen Stewart|Robert Pattinson|Taylor Lautner,1,5.4,285692040.6,1,Summit Entertainment,4042,2.089240546,413678066,712134773,188077665,298410482,72703754,4024,1,42288881,4024,1,27846502,4024,1,10506486,4024,1,11328695,4024,1,14198803,4042,1,9204544,4042,2,17711264,4042,1,16523369,4042,1,8635398,4042,1,2386972,4042,1,2394975,4042,1,2100986,4042,2,2104795,4042,1,5114239,4124,2,6480523,4124,2,3832866,4124,2,1029730,4124,2,1076293,4124,2,905831,4124,2,985677,4124,2,2440591,3635,4,3438395,3635,4,2081408,3635,3,703152,3635,4,736890,3635,5,708427,3635,5,721275,3635,5
Merry Madagascar,25472,tt1526300,11/16/2009,11,0,en,US,0,0,30,Animation,Animation|Family,Unrated,1,0,0,0,0,0,0,0,0,0,0,178446401.3,338330386.6,140048111,1,94075,David Soren,1231426,Joe M. Aguilar,7399|2632|14409,Ben Stiller|Chris Rock|David Schwimmer,0,0,0,0,DreamWorks Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben 10 : Alien Swarm,25642,tt1327701,11/15/2009,11,6,en,US,40000000,58655477.86,67,Action,Action|TV Movie|Science Fiction,Unrated,1,1,0,0,0,0,0,10499694,10499694,10499694,1,44894972.89,44894972.89,44894972.89,1,18355,Alex Winter,934838,Gideon Amir,23891|134396|134397,Ryan Kelley|Galadriel Stineman|Nathan Keyes,1,4.2,0,1.8,Cartoon Network Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Messenger,28089,tt0790712,11/13/2009,11,4,en,US,6500000,9531515.152,113,Drama,Drama|Romance,R,1,0,0,0,0,0,0,0,0,0,0,68283473.4,257575919.5,65945539.95,1,34110,Oren Moverman,99665,Lawrence Inglee,11107|57755|20089,Ben Foster|Woody Harrelson|Jena Malone,0,0,0,0,Oscilloscope,0,0,485757,1595417,0,1109660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Brown,25941,tt1289406,11/11/2009,11,2,en,GB,7300000,10704624.71,103,Thriller,Thriller|Crime|Drama|Action,R,1,0,0,0,0,0,0,0,0,0,0,118373599.5,331710187.4,90922148.48,1,94918,Daniel Barber,94919,Keith Bell,3895|1246|20508,Michael Caine|Emily Mortimer|Iain Glen,0,0,0,0,Marv,0,0,8552770,10371451,0,1818681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
After.Life,36419,tt0838247,11/7/2009,11,5,en,US,4500000,6598741.259,104,Drama,Drama|Horror|Mystery|Thriller,R,1,0,0,0,0,0,0,0,0,0,0,73589545.24,330130359.8,108481920.2,1,129715,Agnieszka Wojtowicz-Vosloo,15817,Bill Perkins,6886|3896|15033,Christina Ricci|Liam Neeson|Justin Long,0,0,0,0,Lleju Productions,41,0.588708639,2316940,2425535,83182,108595,18318,41,37,23037,41,36,18714,41,36,6296,41,34,5848,41,34,5722,41,35,5247,41,35,4510,18,43,5126,17,43,6281,17,42,1274,16,41,1286,16,41,1213,16,41,1188,16,42,370,2,46,861,2,46,1181,2,45,303,2,44,59,2,44,267,2,44,267,2,44,152,2,45,446,2,45,263,2,45,46,2,44,70,2,44,108,2,44,142,2,45
Precious,25793,tt0929632,11/6/2009,11,4,en,US,10000000,14663869.46,110,Drama,Drama,R,1,1,0,29084463.01,55544322,29084463.01,0,0,0,0,0,30166456.49,117027771.5,41800811.25,1,20019,Lee Daniels,966188,Sarah Siegel-Magness,109560|60561|52851,Gabourey Sidibe|Mo'Nique|Paula Patton,0,0,0,0,Smokewood Entertainment Group,18,0.381354615,16083005,63649529,2824552,47566524,587859,18,12,699614,18,14,584985,18,11,232636,18,10,227698,18,11,323600,18,12,168160,18,11,1904375,174,4,2396227,174,4,1574026,174,3,479012,174,3,465310,174,4,398182,174,4,354065,174,5,3598731,629,4,4582032,629,6,2701009,629,6,870174,629,6,893560,629,6,1029713,643,9,1281482,643,9,2769091,663,9,2897453,663,8,1414488,663,9,416464,663,7,420361,663,7,349785,663,7,349843,663,7
Mr. Nobody,31011,tt0485947,11/6/2009,11,4,en,CA,47000000,68920186.48,141,Science Fiction,Science Fiction|Drama|Romance,R,1,1,0,2836294.013,2836294.013,2836294.013,1,17428826.25,17428826.25,17428826.25,1,94442818.29,200191573.3,78162999.81,1,107490,Jaco Van Dormael,20074,Philippe Godeau,7499|98|9824,Jared Leto|Sarah Polley|Diane Kruger,0,0,0,0,Pan-Européenne,0,0,3555538,3567573,0,3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fourth Kind,22824,tt1220198,11/5/2009,11,3,en,US,10000000,14663869.46,98,Mystery,Mystery|Science Fiction|Thriller,PG-13,1,0,0,0,0,0,0,37067462.19,55836600.96,37067462.19,1,103220136.6,255372914.3,126610876.3,1,62369,Olatunde Osunsanmi,40223,Joe Carnahan,63|883|2603,Milla Jovovich|Will Patton|Hakeem Kae-Kazim,0,0,0,0,Universal Pictures,2527,0.733438954,22233754,47719794,15844295,25486040,4991305,2527,2,4776030,2527,4,2463825,2527,4,770735,2527,4,1085950,2527,4,1200325,2527,4,556125,2527,4,1772005,2530,5,1872125,2530,7,961235,2530,6,315985,2530,6,316250,2530,7,278225,2530,7,252685,2530,8,626240,1648,9,725120,1648,9,395725,1648,9,173040,1648,9,222480,1648,11,113365,552,18,118895,552,18,248455,552,18,254005,552,18,115805,552,18,35880,552,18,38640,552,18,38595,552,18,35880,552,18
A Christmas Carol,17979,tt1067106,11/4/2009,11,2,en,US,200000000,293277389.3,96,Animation,Animation|Family|Fantasy|Drama,PG,1,1,0,289061493.5,699744316.6,242308080.4,1,99895122.53,426751765.1,178916305.9,1,214565275.6,490276766,210579713.6,1,24,Robert Zemeckis,23779,Jack Rapke,206|64|5472,Jim Carrey|Gary Oldman|Colin Firth,0,0,0,0,Walt Disney Pictures,3683,1.797744624,187430783,325286646,40963844,137855863,8883262,3683,1,13132589,3683,1,8035224,3683,1,1611460,3683,1,2412171,3683,1,5355513,3683,1,1533625,3683,1,5586189,3683,2,10437344,3683,2,6285380,3683,2,1051068,3683,2,1142708,3683,2,1056868,3683,2,1037577,3683,3,3074321,3578,6,5671651,3578,4,3529052,3578,5,1178407,3578,4,1800960,3578,4,2697193,3013,6,3656981,3013,6,6465059,3013,5,6169016,3013,5,3124198,3013,5,626014,3013,6,652067,3013,6,600413,3013,6,679777,3013,5
The Human Centipede (First Sequence),37169,tt1467304,10/31/2009,10,5,en,NL,2000000,2932773.893,91,Horror,Horror,R,1,0,0,0,0,0,0,0,0,0,0,19870067.2,19870067.2,19870067.2,1,118639,Tom Six,118639,Tom Six,23721|121574|121575,Dieter Laser|Ashley C. Williams|Ashlynn Yennie,0,0,0,0,Six Entertainment,0,0,143646,325113,0,181467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Box,22825,tt0362478,10/29/2009,10,3,en,US,30000000,43991608.39,115,Thriller,Thriller|Science Fiction,PG-13,1,1,0,2625890.391,2625890.391,2625890.391,1,2625890.391,2625890.391,2625890.391,1,156801421.2,473518945.5,161312373.7,1,1577,Richard Kelly,1577,Richard Kelly,6941|11006|8924,Cameron Diaz|James Marsden|Frank Langella,0,0,0,0,MRC,2635,0.694729713,18282199,33334176,10021254,15051977,2847332,2635,6,3183359,2635,6,1540726,2635,6,478231,2635,7,702370,2635,7,863082,2635,7,406154,2635,8,1146165,2635,10,1356454,2635,10,655749,2635,12,199461,2635,11,236423,2635,10,211070,2635,10,182185,2635,11,175870,965,15,213345,965,17,105130,965,19,47087,965,16,61324,965,16,17243,208,28,20986,208,24,38566,144,28,39514,144,28,17294,144,28,5708,144,26,5850,144,28,5879,144,27,4903,144,29
This Is It,13576,tt1477715,10/28/2009,10,2,en,US,60000000,87983216.78,111,Music,Music|Documentary,PG,1,0.5,0,74878764.56,132301712.5,74878764.56,1,74878764.56,132301712.5,74878764.56,1,31295755.19,50436737.85,31295755.19,1,65310,Kenny Ortega,65310,Kenny Ortega,82702|90778|65310,Michael Jackson|Orianthi|Kenny Ortega,0,0,0,0,Columbia Pictures,3481,0.527368144,195892572,267983588,39571833,72091016,7445661,3481,1,3762871,3481,1,7831726,3481,1,7075741,3481,1,8326927,3481,1,2455100,3481,1,2673807,3481,1,2114248,3481,1,2169261,3481,1,4028620,3481,4,5676871,3481,2,3452453,3481,2,977357,3481,2,1357554,3481,2,1978878,3481,2,784301,3481,3,1529754,3037,6,2226443,3037,5,1322723,3037,4,355940,3037,5,394005,3037,5,357761,3037,5,343126,3037,6,437512,1640,12,708650,1640,11,471255,1640,8,193981,1640,8,249875,1640,8
Battlestar Galactica: The Plan,105077,tt1286130,10/27/2009,10,1,en,US,0,0,112,Science Fiction,Science Fiction|Action|Drama,Unrated,1,0,0,29338600.8,29338600.8,29338600.8,0,0,0,0,0,52291674.68,55598042.52,52291674.68,1,587,Edward James Olmos,1115253,Maril Davis,587|923|83456,Edward James Olmos|Dean Stockwell|Michael Trucco,1,7.6,0,2,David Eick Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cirque du Freak: The Vampire's Assistant,24418,tt0450405,10/23/2009,10,4,en,US,40000000,58655477.86,109,Adventure,Adventure|Fantasy|Action|Thriller,PG-13,1,0,0,53284266.21,193634683.1,93497295.71,0,142018321.8,367447156.3,122688894.2,1,57298486.21,182489185.7,63531265.18,1,3289,Paul Weitz,7200,Lauren Shuler Donner,109441|4764|27972,Chris Massoglia|John C. Reilly|Josh Hutcherson,0,0,0,0,Universal Pictures,2754,0.169061512,25421868,39291383,7711790,13869515,2230745,2754,6,2547665,2754,9,1514795,2754,7,385775,2754,6,385560,2754,7,317025,2754,8,330225,2754,8,990995,2754,8,1074440,2754,9,1032750,2754,9,275665,2754,7,302940,2754,10,221505,2754,10,234090,2754,12,319725,1421,17,525770,1421,17,298410,1421,17,71050,1421,16,93070,1421,16,191800,1421,17,71005,1421,18,83335,520,20,124605,520,21,75445,520,22,18235,520,20,15495,520,22,15665,520,21,15425,520,21
Stan Helsing,23988,tt1185266,10/23/2009,10,4,en,CA,365000,535231.2354,90,Comedy,Comedy,R,1,0,0,0,0,0,0,0,0,0,0,86832567.65,190816426.6,92560557.43,1,73833,Bo Zenga,63778,Kirk Shaw,81388|59263|77330,Steve Howey|Diora Baird|Kenan Thompson,0,0,0,0,Insight Film Studios,0,0,0,1475003,0,1475003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pope Joan,9503,tt0458455,10/22/2009,10,3,en,DE,0,0,149,Drama,Drama|History|Romance,Unrated,1,0,0,0,0,0,0,0,0,0,0,69044123.52,357660249.2,103648822.1,1,1869,Sönke Wortmann,674,Oliver Berben,1230|22687|1371,John Goodman|Johanna Wokalek|David Wenham,0,0,0,0,Constantin Film,0,0,0,28748076,0,28748076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja,25602,tt1182921,10/22/2009,10,3,en,US,10000000,14663869.46,83,Action,Action|Crime|Drama|Thriller,R,1,0,0,0,0,0,0,16355860.85,36897799.64,12699627.91,1,91618616.96,126800015.1,64020268.05,1,78108,Isaac Florentine,16830,Boaz Davidson,78110|58794|33516,Scott Adkins|Todd Jensen|Tsuyoshi Ihara,0,0,0,0,Nu Image,0,0,0,194243,0,194243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saw VI,22804,tt1233227,10/22/2009,10,3,en,US,11000000,16130256.41,90,Horror,Horror|Thriller,R,1,1.5,0,0,0,0,0,60891848.92,140182030.7,60180951.25,1,86302738.67,179273097.1,97126279.17,1,2150,Kevin Greutert,2145,Mark Burg,2144|36055|6576,Tobin Bell|Costas Mandylor|Mark Rolston,1,5.8,82903524.02,1,Lionsgate,3036,0.85771864,40540862,68234154,17263955,27693292,6957263,3036,2,4707495,3036,5,2453686,3036,4,892446,3036,3,886230,3036,3,675918,3036,5,690917,3036,6,1905263,3036,6,2095785,3036,5,1269746,3036,7,443349,3036,6,481849,3036,6,372430,3036,6,388065,3036,6,710359,2091,10,884730,2091,11,436855,2091,13,158441,2091,11,212310,2091,12,225552,2091,14,146917,2091,12,177577,777,17,183654,777,19,88281,777,20,33740,777,18,35703,777,18,34410,777,18,28567,777,19
